TIMESTAMP,LOCATION_ID,EARNED_POINTS,REDEEM_POINTS
2021-04-07,A-1006,33408,21423
2021-04-07,A-1007,21125,31711
2021-04-07,A-1008,28995,24794
2021-04-08,A-1001,20790,25043
2021-04-08,A-1002,29042,24345
2021-04-08,A-1003,20823,25161
2021-04-08,A-1004,26168,27899
2021-04-08,A-1005,29366,33648
2021-04-08,A-1006,34365,33200
2021-04-08,A-1007,30372,22620
2021-04-08,A-1008,20542,30484
2021-04-09,A-1001,20854,27700
2021-04-09,A-1002,29797,31555
2021-04-09,A-1003,23044,29163
2021-04-09,A-1004,33990,31982
2021-04-09,A-1005,31217,22887
2021-04-09,A-1006,33581,28590
2021-04-09,A-1007,33301,29712
2021-04-09,A-1008,32734,30435
2021-04-10,A-1001,30060,22727
2021-04-10,A-1002,21263,31624
2021-04-10,A-1003,32837,22777
2021-04-10,A-1004,27109,21643
2021-04-10,A-1005,26617,28006
2021-04-10,A-1006,24011,20454
2021-04-10,A-1007,20538,23885
2021-04-10,A-1008,31444,30545
2021-04-11,A-1001,34913,30144
2021-04-11,A-1002,27319,29744
2021-04-11,A-1003,27686,28113
2021-04-11,A-1004,32351,22057
2021-04-11,A-1005,22274,34488
2021-04-11,A-1006,29722,31702
2021-04-11,A-1007,25301,25247
2021-04-11,A-1008,21915,27828
2021-04-12,A-1001,34256,29316
2021-04-12,A-1002,33290,20539
2021-04-12,A-1003,23966,33209
2021-04-12,A-1004,29284,22278
2021-04-12,A-1005,27717,33756
2021-04-12,A-1006,24927,30336
2021-04-12,A-1007,30606,33665
2021-04-12,A-1008,30419,21462
2021-04-13,A-1001,24634,23795
2021-04-13,A-1002,34845,33589
2021-04-13,A-1003,24430,32576
2021-04-13,A-1004,33383,20271
2021-04-13,A-1005,26968,34814
2021-04-13,A-1006,25571,34292
2021-04-13,A-1007,27463,20334
2021-04-13,A-1008,27038,30261
2021-04-14,A-1001,20893,28559
2021-04-14,A-1002,28483,32719
2021-04-14,A-1003,32603,33154
2021-04-14,A-1004,22904,30209
2021-04-14,A-1005,27580,26505
2021-04-14,A-1006,22917,21961
2021-04-14,A-1007,24773,32765
2021-04-14,A-1008,21597,27481
2021-04-15,A-1001,25968,25714
2021-04-15,A-1002,27755,27199
2021-04-15,A-1003,30731,32535
2021-04-15,A-1004,21111,20683
2021-04-15,A-1005,23695,27461
2021-04-15,A-1006,28544,21520
2021-04-15,A-1007,31616,23247
2021-04-15,A-1008,21234,23968
2021-04-16,A-1001,21580,33861
2021-04-16,A-1002,30050,31570
2021-04-16,A-1003,30315,26084
2021-04-16,A-1004,28425,26640
2021-04-16,A-1005,22951,28401
2021-04-16,A-1006,26359,30225
2021-04-16,A-1007,21489,20914
2021-04-16,A-1008,32532,20949
2021-04-17,A-1001,32162,34669
2021-04-17,A-1002,32830,20160
2021-04-17,A-1003,24539,22007
2021-04-17,A-1004,32293,22273
2021-04-17,A-1005,34775,30604
2021-04-17,A-1006,23074,33951
2021-04-17,A-1007,24876,28519
2021-04-17,A-1008,23993,24710
2021-04-18,A-1001,31549,32434
2021-04-18,A-1002,30099,29149
2021-04-18,A-1003,30665,33931
2021-04-18,A-1004,24866,23113
2021-04-18,A-1005,28060,31144
2021-04-18,A-1006,26139,28765
2021-04-18,A-1007,34319,20945
2021-04-18,A-1008,32837,28184
2021-04-19,A-1001,25400,28986
2021-04-19,A-1002,28033,34033
2021-04-19,A-1003,29851,29579
2021-04-19,A-1004,28978,26926
2021-04-19,A-1005,21641,30893
2021-04-19,A-1006,21284,22354
2021-04-19,A-1007,21703,20885
2021-04-19,A-1008,20294,29005
2021-04-20,A-1001,30488,26216
2021-04-20,A-1002,26096,30153
2021-04-20,A-1003,33728,29841
2021-04-20,A-1004,23152,32866
2021-04-20,A-1005,20493,20312
2021-04-20,A-1006,25604,32122
2021-04-20,A-1007,23124,33085
2021-04-20,A-1008,22419,32324
2021-04-21,A-1001,25883,20968
2021-04-21,A-1002,29938,23189
2021-04-21,A-1003,22726,26511
2021-04-21,A-1004,24680,32877
2021-04-21,A-1005,23822,21554
2021-04-21,A-1006,20890,22777
2021-04-21,A-1007,31205,26464
2021-04-21,A-1008,30727,28947
2021-04-22,A-1001,26583,29240
2021-04-22,A-1002,29006,21145
2021-04-22,A-1003,34669,25936
2021-04-22,A-1004,27536,33161
2021-04-22,A-1005,29082,28769
2021-04-22,A-1006,24205,34955
2021-04-22,A-1007,33665,26006
2021-04-22,A-1008,22998,33207
2021-04-23,A-1001,28219,26588
2021-04-23,A-1002,30968,23400
2021-04-23,A-1003,30215,20236
2021-04-23,A-1004,22995,31764
2021-04-23,A-1005,27850,31733
2021-04-23,A-1006,25044,20498
2021-04-23,A-1007,31833,27258
2021-04-23,A-1008,23272,30109
2021-04-24,A-1001,32331,33029
2021-04-24,A-1002,29190,30183
2021-04-24,A-1003,28059,26689
2021-04-24,A-1004,30801,34816
2021-04-24,A-1005,24591,29953
2021-04-24,A-1006,20171,30978
2021-04-24,A-1007,30215,24241
2021-04-24,A-1008,26505,26307
2021-04-25,A-1001,34149,23107
2021-04-25,A-1002,25993,25101
2021-04-25,A-1003,21596,21840
2021-04-25,A-1004,23393,28615
2021-04-25,A-1005,20335,34393
2021-04-25,A-1006,30194,32960
2021-04-25,A-1007,31484,22654
2021-04-25,A-1008,31315,25069
2021-04-26,A-1001,20710,20569
2021-04-26,A-1002,26272,21581
2021-04-26,A-1003,32935,26711
2021-04-26,A-1004,33081,21737
2021-04-26,A-1005,30372,33580
2021-04-26,A-1006,26934,31762
2021-04-26,A-1007,25080,33788
2021-04-26,A-1008,30264,22612
2021-04-27,A-1001,22868,22503
2021-04-27,A-1002,34562,30649
2021-04-27,A-1003,23808,25058
2021-04-27,A-1004,28101,32365
2021-04-27,A-1005,32405,31782
2021-04-27,A-1006,32585,29664
2021-04-27,A-1007,29316,26407
2021-04-27,A-1008,29615,29799
2021-04-28,A-1001,30704,25950
2021-04-28,A-1002,29128,28929
2021-04-28,A-1003,20843,34374
2021-04-28,A-1004,20970,20514
2021-04-28,A-1005,20011,29012
2021-04-28,A-1006,21726,24824
2021-04-28,A-1007,33116,22493
2021-04-28,A-1008,33409,32543
2021-04-29,A-1001,28995,34161
2021-04-29,A-1002,26694,24989
2021-04-29,A-1003,22959,32499
2021-04-29,A-1004,26407,30900
2021-04-29,A-1005,24570,30591
2021-04-29,A-1006,30092,29815
2021-04-29,A-1007,29553,23393
2021-04-29,A-1008,34581,26175
2021-04-30,A-1001,31974,27170
2021-04-30,A-1002,23001,22733
2021-04-30,A-1003,30747,32031
2021-04-30,A-1004,26100,24585
2021-04-30,A-1005,21931,32319
2021-04-30,A-1006,31033,27592
2021-04-30,A-1007,22873,33162
2021-04-30,A-1008,28386,34835
2021-05-01,A-1001,31979,29167
2021-05-01,A-1002,32994,34444
2021-05-01,A-1003,20244,33530
2021-05-01,A-1004,33254,33859
2021-05-01,A-1005,23683,26716
2021-05-01,A-1006,30882,28443
2021-05-01,A-1007,21921,22389
2021-05-01,A-1008,20833,31883
2021-05-02,A-1001,24111,29223
2021-05-02,A-1002,26560,33177
2021-05-02,A-1003,30975,26498
2021-05-02,A-1004,26826,26531
2021-05-02,A-1005,34941,34594
2021-05-02,A-1006,29860,31775
2021-05-02,A-1007,21915,21282
2021-05-02,A-1008,23825,28826
2021-05-03,A-1001,32344,23548
2021-05-03,A-1002,25288,25480
2021-05-03,A-1003,29925,30819
2021-05-03,A-1004,28724,20741
2021-05-03,A-1005,33873,24464
2021-05-03,A-1006,25498,31869
2021-05-03,A-1007,30968,32610
2021-05-03,A-1008,29340,23965
2021-05-04,A-1001,33394,33623
2021-05-04,A-1002,29353,25510
2021-05-04,A-1003,26050,21111
2021-05-04,A-1004,25191,25395
2021-05-04,A-1005,28743,31003
2021-05-04,A-1006,29765,25340
2021-05-04,A-1007,32026,28871
2021-05-04,A-1008,25519,29909
2021-05-05,A-1001,31122,22938
2021-05-05,A-1002,24708,25458
2021-05-05,A-1003,34667,33234
2021-05-05,A-1004,25013,33697
2021-05-05,A-1005,30739,24103
2021-05-05,A-1006,28880,34131
2021-05-05,A-1007,30052,22577
2021-05-05,A-1008,25694,34748
2021-05-06,A-1001,27188,25028
2021-05-06,A-1002,24679,27262
2021-05-06,A-1003,28327,32770
2021-05-06,A-1004,24471,25428
2021-05-06,A-1005,33894,23961
2021-05-06,A-1006,23171,28930
2021-05-06,A-1007,24066,23697
2021-05-06,A-1008,25091,28006
2021-05-07,A-1001,28500,32265
2021-05-07,A-1002,27711,23409
2021-05-07,A-1003,31851,21511
2021-05-07,A-1004,34625,23426
2021-05-07,A-1005,29638,32390
2021-05-07,A-1006,33959,27929
2021-05-07,A-1007,34919,34445
2021-05-07,A-1008,27316,31204
2021-05-08,A-1001,27220,32740
2021-05-08,A-1002,33321,30537
2021-05-08,A-1003,27605,20015
2021-05-08,A-1004,31537,31826
2021-05-08,A-1005,20622,32244
2021-05-08,A-1006,31055,27481
2021-05-08,A-1007,34199,22704
2021-05-08,A-1008,30044,31763
2021-05-09,A-1001,21926,29076
2021-05-09,A-1002,26618,20735
2021-05-09,A-1003,30941,24976
2021-05-09,A-1004,31037,26033
2021-05-09,A-1005,29441,23334
2021-05-09,A-1006,27262,27023
2021-05-09,A-1007,31658,30730
2021-05-09,A-1008,26123,27420
2021-05-10,A-1001,34757,28180
2021-05-10,A-1002,28200,30817
2021-05-10,A-1003,22187,32339
2021-05-10,A-1004,33268,32021
2021-05-10,A-1005,28367,30223
2021-05-10,A-1006,30652,27372
2021-05-10,A-1007,26706,23825
2021-05-10,A-1008,32118,30314
2021-05-11,A-1001,26161,29181
2021-05-11,A-1002,31681,27671
2021-05-11,A-1003,25066,22186
2021-05-11,A-1004,28829,33345
2021-05-11,A-1005,22193,20783
2021-05-11,A-1006,32817,23977
2021-05-11,A-1007,30970,33005
2021-05-11,A-1008,33943,30407
2021-05-12,A-1001,24254,23747
2021-05-12,A-1002,27670,33692
2021-05-12,A-1003,24203,25199
2021-05-12,A-1004,32574,33520
2021-05-12,A-1005,30550,20061
2021-05-12,A-1006,26827,33089
2021-05-12,A-1007,24198,25476
2021-05-12,A-1008,25345,26407
2021-05-13,A-1001,26327,32906
2021-05-13,A-1002,20980,33924
2021-05-13,A-1003,32203,31009
2021-05-13,A-1004,33657,29643
2021-05-13,A-1005,21436,21285
2021-05-13,A-1006,25062,27621
2021-05-13,A-1007,33426,32451
2021-05-13,A-1008,33050,26039
2021-05-14,A-1001,30453,26295
2021-05-14,A-1002,25718,20069
2021-05-14,A-1003,34947,34544
2021-05-14,A-1004,23222,23362
2021-05-14,A-1005,29474,24000
2021-05-14,A-1006,28830,33859
2021-05-14,A-1007,34678,28150
2021-05-14,A-1008,20048,23694
2021-05-15,A-1001,33273,33518
2021-05-15,A-1002,27293,20441
2021-05-15,A-1003,30875,31108
2021-05-15,A-1004,30220,24166
2021-05-15,A-1005,34586,25075
2021-05-15,A-1006,28161,30454
2021-05-15,A-1007,34981,32967
2021-05-15,A-1008,20940,34097
2021-05-16,A-1001,25474,26407
2021-05-16,A-1002,26528,29461
2021-05-16,A-1003,24044,31923
2021-05-16,A-1004,23801,31310
2021-05-16,A-1005,29424,22201
2021-05-16,A-1006,21080,33819
2021-05-16,A-1007,31286,21429
2021-05-16,A-1008,25425,32985
2021-05-17,A-1001,27048,29261
2021-05-17,A-1002,33354,32352
2021-05-17,A-1003,23893,32867
2021-05-17,A-1004,29376,25289
2021-05-17,A-1005,30185,30640
2021-05-17,A-1006,23671,22183
2021-05-17,A-1007,24225,28791
2021-05-17,A-1008,33392,26061
2021-05-18,A-1001,20020,26666
2021-05-18,A-1002,33583,33623
2021-05-18,A-1003,31241,21869
2021-05-18,A-1004,20619,31053
2021-05-18,A-1005,32520,25478
2021-05-18,A-1006,33529,27273
2021-05-18,A-1007,28677,32198
2021-05-18,A-1008,28491,29429
2021-05-19,A-1001,32980,33474
2021-05-19,A-1002,22612,20705
2021-05-19,A-1003,20732,21386
2021-05-19,A-1004,32104,23352
2021-05-19,A-1005,26561,27235
2021-05-19,A-1006,25739,20924
2021-05-19,A-1007,32513,23657
2021-05-19,A-1008,27760,24646
2021-05-20,A-1001,22326,29007
2021-05-20,A-1002,29688,25297
2021-05-20,A-1003,30060,31789
2021-05-20,A-1004,21118,22918
2021-05-20,A-1005,30554,34966
2021-05-20,A-1006,27915,21066
2021-05-20,A-1007,30736,24800
2021-05-20,A-1008,22579,27520
2021-05-21,A-1001,25572,26160
2021-05-21,A-1002,27513,22114
2021-05-21,A-1003,34624,30093
2021-05-21,A-1004,27631,24760
2021-05-21,A-1005,21627,28296
2021-05-21,A-1006,22292,21386
2021-05-21,A-1007,31372,28557
2021-05-21,A-1008,30940,27555
2021-05-22,A-1001,32967,27631
2021-05-22,A-1002,27132,28915
2021-05-22,A-1003,24881,21680
2021-05-22,A-1004,33594,32280
2021-05-22,A-1005,33324,27021
2021-05-22,A-1006,29862,34213
2021-05-22,A-1007,28597,20582
2021-05-22,A-1008,20277,23012
2021-05-23,A-1001,34987,27213
2021-05-23,A-1002,34266,33645
2021-05-23,A-1003,33800,24079
2021-05-23,A-1004,24568,23028
2021-05-23,A-1005,30577,30688
2021-05-23,A-1006,27862,25087
2021-05-23,A-1007,27228,21952
2021-05-23,A-1008,32004,20927
2021-05-24,A-1001,22650,28709
2021-05-24,A-1002,23625,20516
2021-05-24,A-1003,25658,24153
2021-05-24,A-1004,29140,22923
2021-05-24,A-1005,28685,27823
2021-05-24,A-1006,27591,34933
2021-05-24,A-1007,25481,24762
2021-05-24,A-1008,24401,32797
2021-05-25,A-1001,21476,20551
2021-05-25,A-1002,22797,28911
2021-05-25,A-1003,23928,21409
2021-05-25,A-1004,30467,26078
2021-05-25,A-1005,26987,26063
2021-05-25,A-1006,26990,30443
2021-05-25,A-1007,25420,34861
2021-05-25,A-1008,27586,20419
2021-05-26,A-1001,29798,20955
2021-05-26,A-1002,26586,28803
2021-05-26,A-1003,33314,26296
2021-05-26,A-1004,32802,20540
2021-05-26,A-1005,27490,20707
2021-05-26,A-1006,27742,34189
2021-05-26,A-1007,25624,26986
2021-05-26,A-1008,20690,20016
2021-05-27,A-1001,24314,23769
2021-05-27,A-1002,32060,29577
2021-05-27,A-1003,27077,25025
2021-05-27,A-1004,22927,25836
2021-05-27,A-1005,26717,20708
2021-05-27,A-1006,30778,25135
2021-05-27,A-1007,27984,29210
2021-05-27,A-1008,26251,21774
2021-05-28,A-1001,32681,21764
2021-05-28,A-1002,23392,29001
2021-05-28,A-1003,20590,23992
2021-05-28,A-1004,27461,20288
2021-05-28,A-1005,22773,20136
2021-05-28,A-1006,30114,31753
2021-05-28,A-1007,30910,20870
2021-05-28,A-1008,25872,24657
2021-05-29,A-1001,22458,32574
2021-05-29,A-1002,29353,31273
2021-05-29,A-1003,29006,30223
2021-05-29,A-1004,26858,27547
2021-05-29,A-1005,29940,31506
2021-05-29,A-1006,21544,26119
2021-05-29,A-1007,34448,28590
2021-05-29,A-1008,27149,29895
2021-05-30,A-1001,29221,30624
2021-05-30,A-1002,24740,31564
2021-05-30,A-1003,21443,20262
2021-05-30,A-1004,24234,22046
2021-05-30,A-1005,34526,34396
2021-05-30,A-1006,29719,25964
2021-05-30,A-1007,30312,21707
2021-05-30,A-1008,25670,20868
2021-05-31,A-1001,26056,26528
2021-05-31,A-1002,28718,28217
2021-05-31,A-1003,22477,32781
2021-05-31,A-1004,21621,32535
2021-05-31,A-1005,27287,27594
2021-05-31,A-1006,25201,32458
2021-05-31,A-1007,25228,30158
2021-05-31,A-1008,33836,22375
2021-06-01,A-1001,34263,26548
2021-06-01,A-1002,20214,21706
2021-06-01,A-1003,22573,29231
2021-06-01,A-1004,20730,26800
2021-06-01,A-1005,23073,34366
2021-06-01,A-1006,28959,22603
2021-06-01,A-1007,27723,23002
2021-06-01,A-1008,33872,24398
2021-06-02,A-1001,30406,20021
2021-06-02,A-1002,34596,23137
2021-06-02,A-1003,23414,34982
2021-06-02,A-1004,24137,29638
2021-06-02,A-1005,33163,21305
2021-06-02,A-1006,21392,33475
2021-06-02,A-1007,32628,21789
2021-06-02,A-1008,25422,23426
2021-06-03,A-1001,34986,33622
2021-06-03,A-1002,33170,30861
2021-06-03,A-1003,32508,25267
2021-06-03,A-1004,27408,24042
2021-06-03,A-1005,31982,28520
2021-06-03,A-1006,34066,34761
2021-06-03,A-1007,22356,25193
2021-06-03,A-1008,34719,29224
2021-06-04,A-1001,27076,27608
2021-06-04,A-1002,29765,21271
2021-06-04,A-1003,29403,32823
2021-06-04,A-1004,28492,27746
2021-06-04,A-1005,30996,26786
2021-06-04,A-1006,30820,29405
2021-06-04,A-1007,25038,30058
2021-06-04,A-1008,32809,21990
2021-06-05,A-1001,30747,20010
2021-06-05,A-1002,22669,21986
2021-06-05,A-1003,23521,20499
2021-06-05,A-1004,24646,31344
2021-06-05,A-1005,21460,21783
2021-06-05,A-1006,26930,31137
2021-06-05,A-1007,22731,25485
2021-06-05,A-1008,23669,22178
2021-06-06,A-1001,34273,30035
2021-06-06,A-1002,28444,26961
2021-06-06,A-1003,26329,23979
2021-06-06,A-1004,20868,25563
2021-06-06,A-1005,20084,25765
2021-06-06,A-1006,22014,30702
2021-06-06,A-1007,21749,33469
2021-06-06,A-1008,22869,29952
2021-06-07,A-1001,33051,32068
2021-06-07,A-1002,28689,20887
2021-06-07,A-1003,22073,24082
2021-06-07,A-1004,21993,30795
2021-06-07,A-1005,30969,24545
2021-06-07,A-1006,32312,20748
2021-06-07,A-1007,27398,24317
2021-06-07,A-1008,31116,34076
2021-06-08,A-1001,28628,33621
2021-06-08,A-1002,27871,30107
2021-06-08,A-1003,25165,24098
2021-06-08,A-1004,26089,22258
2021-06-08,A-1005,24744,21092
2021-06-08,A-1006,24473,20725
2021-06-08,A-1007,21492,26770
2021-06-08,A-1008,20317,31727
2021-06-09,A-1001,32427,21794
2021-06-09,A-1002,22918,29561
2021-06-09,A-1003,32970,24919
2021-06-09,A-1004,26286,23304
2021-06-09,A-1005,26007,22827
2021-06-09,A-1006,30427,33794
2021-06-09,A-1007,27287,28120
2021-06-09,A-1008,25741,29643
2021-06-10,A-1001,25412,25149
2021-06-10,A-1002,25201,21792
2021-06-10,A-1003,23065,31363
2021-06-10,A-1004,22332,25306
2021-06-10,A-1005,23708,34925
2021-06-10,A-1006,31513,29588
2021-06-10,A-1007,21688,33352
2021-06-10,A-1008,32025,31136
2021-06-11,A-1001,30499,22269
2021-06-11,A-1002,34797,21111
2021-06-11,A-1003,30767,30543
2021-06-11,A-1004,30714,30197
2021-06-11,A-1005,34365,31881
2021-06-11,A-1006,34024,29203
2021-06-11,A-1007,30882,22943
2021-06-11,A-1008,27575,24760
2021-06-12,A-1001,24306,33651
2021-06-12,A-1002,27548,26232
2021-06-12,A-1003,24398,26898
2021-06-12,A-1004,31721,30761
2021-06-12,A-1005,20495,33603
2021-06-12,A-1006,32501,23067
2021-06-12,A-1007,31607,29884
2021-06-12,A-1008,25190,32721
2021-06-13,A-1001,23226,24340
2021-06-13,A-1002,21210,27814
2021-06-13,A-1003,25038,24992
2021-06-13,A-1004,34757,20689
2021-06-13,A-1005,32453,23182
2021-06-13,A-1006,27457,28866
2021-06-13,A-1007,34289,32626
2021-06-13,A-1008,30270,26698
2021-06-14,A-1001,26534,32898
2021-06-14,A-1002,26995,34930
2021-06-14,A-1003,22846,30882
2021-06-14,A-1004,22865,21530
2021-06-14,A-1005,21628,20873
2021-06-14,A-1006,30483,34823
2021-06-14,A-1007,29725,28823
2021-06-14,A-1008,33265,22368
2021-06-15,A-1001,31982,30666
2021-06-15,A-1002,31069,24829
2021-06-15,A-1003,27894,34953
2021-06-15,A-1004,20827,32001
2021-06-15,A-1005,28782,27581
2021-06-15,A-1006,28457,29058
2021-06-15,A-1007,21779,20376
2021-06-15,A-1008,32860,31311
2021-06-16,A-1001,20187,25737
2021-06-16,A-1002,33859,21590
2021-06-16,A-1003,21646,25400
2021-06-16,A-1004,33110,25445
2021-06-16,A-1005,33512,24869
2021-06-16,A-1006,34815,23113
2021-06-16,A-1007,25829,23771
2021-06-16,A-1008,20042,28391
2021-06-17,A-1001,24205,29168
2021-06-17,A-1002,33382,23251
2021-06-17,A-1003,27316,34463
2021-06-17,A-1004,21311,31195
2021-06-17,A-1005,33758,25827
2021-06-17,A-1006,25235,23096
2021-06-17,A-1007,27428,30403
2021-06-17,A-1008,24198,21486
2021-06-18,A-1001,28335,34750
2021-06-18,A-1002,31909,22262
2021-06-18,A-1003,28067,25536
2021-06-18,A-1004,25440,24285
2021-06-18,A-1005,34887,30942
2021-06-18,A-1006,29536,21203
2021-06-18,A-1007,22217,31545
2021-06-18,A-1008,26075,33823
2021-06-19,A-1001,24313,28770
2021-06-19,A-1002,24340,20792
2021-06-19,A-1003,28378,20004
2021-06-19,A-1004,30041,20191
2021-06-19,A-1005,29253,34133
2021-06-19,A-1006,25463,26988
2021-06-19,A-1007,29097,28170
2021-06-19,A-1008,34594,28977
2021-06-20,A-1001,30868,27786
2021-06-20,A-1002,28694,24119
2021-06-20,A-1003,25615,32672
2021-06-20,A-1004,27065,22883
2021-06-20,A-1005,25771,25901
2021-06-20,A-1006,20194,21708
2021-06-20,A-1007,29089,26209
2021-06-20,A-1008,31288,28066
2021-06-21,A-1001,34520,26150
2021-06-21,A-1002,26833,23466
2021-06-21,A-1003,26370,28573
2021-06-21,A-1004,23969,33063
2021-06-21,A-1005,20277,27323
2021-06-21,A-1006,33466,21715
2021-06-21,A-1007,22204,28963
2021-06-21,A-1008,32431,29214
2021-06-22,A-1001,29727,33999
2021-06-22,A-1002,21785,30244
2021-06-22,A-1003,26449,32737
2021-06-22,A-1004,28787,21125
2021-06-22,A-1005,24777,30482
2021-06-22,A-1006,30046,25723
2021-06-22,A-1007,27887,24218
2021-06-22,A-1008,21706,23028
2021-06-23,A-1001,31396,27520
2021-06-23,A-1002,30361,30902
2021-06-23,A-1003,34426,22964
2021-06-23,A-1004,31233,21953
2021-06-23,A-1005,23315,24722
2021-06-23,A-1006,33308,27057
2021-06-23,A-1007,32965,27470
2021-06-23,A-1008,31153,27307
2021-06-24,A-1001,26015,33263
2021-06-24,A-1002,30104,29437
2021-06-24,A-1003,20857,28922
2021-06-24,A-1004,22074,20232
2021-06-24,A-1005,29963,34161
2021-06-24,A-1006,28453,25682
2021-06-24,A-1007,21820,28469
2021-06-24,A-1008,31219,29216
2021-06-25,A-1001,21851,22424
2021-06-25,A-1002,27245,20751
2021-06-25,A-1003,29803,29165
2021-06-25,A-1004,31689,30168
2021-06-25,A-1005,29164,30660
2021-06-25,A-1006,20224,32070
2021-06-25,A-1007,26034,27524
2021-06-25,A-1008,26447,22158
2021-06-26,A-1001,23181,20883
2021-06-26,A-1002,25676,20455
2021-06-26,A-1003,29153,32180
2021-06-26,A-1004,20510,30316
2021-06-26,A-1005,23705,20955
2021-06-26,A-1006,27329,32848
2021-06-26,A-1007,23010,25652
2021-06-26,A-1008,23783,33049
2021-06-27,A-1001,27480,29842
2021-06-27,A-1002,28406,24272
2021-06-27,A-1003,26808,27105
2021-06-27,A-1004,29262,30429
2021-06-27,A-1005,33425,34373
2021-06-27,A-1006,30701,32009
2021-06-27,A-1007,24253,20079
2021-06-27,A-1008,34842,30134
2021-06-28,A-1001,29647,26079
2021-06-28,A-1002,29335,25109
2021-06-28,A-1003,25235,21720
2021-06-28,A-1004,34013,29160
2021-06-28,A-1005,32106,20095
2021-06-28,A-1006,27125,25301
2021-06-28,A-1007,31662,20974
2021-06-28,A-1008,26886,33265
2021-06-29,A-1001,28627,32097
2021-06-29,A-1002,32633,22525
2021-06-29,A-1003,32460,31615
2021-06-29,A-1004,22398,20369
2021-06-29,A-1005,34067,28135
2021-06-29,A-1006,28128,29001
2021-06-29,A-1007,26020,25788
2021-06-29,A-1008,28237,34097
2021-06-30,A-1001,28345,23875
2021-06-30,A-1002,25134,28439
2021-06-30,A-1003,27522,30794
2021-06-30,A-1004,30456,28011
2021-06-30,A-1005,25440,21461
2021-06-30,A-1006,31723,25418
2021-06-30,A-1007,21454,32215
2021-06-30,A-1008,27337,29361
2021-07-01,A-1001,30874,24556
2021-07-01,A-1002,27251,34747
2021-07-01,A-1003,30610,28002
2021-07-01,A-1004,25305,20031
2021-07-01,A-1005,34389,30075
2021-07-01,A-1006,33987,25345
2021-07-01,A-1007,30556,26280
2021-07-01,A-1008,21023,28182
2021-07-02,A-1001,34769,26634
2021-07-02,A-1002,25561,33756
2021-07-02,A-1003,21989,26043
2021-07-02,A-1004,27591,21734
2021-07-02,A-1005,31788,22429
2021-07-02,A-1006,24027,25351
2021-07-02,A-1007,20940,21139
2021-07-02,A-1008,21812,22544
2021-07-03,A-1001,25788,25013
2021-07-03,A-1002,30839,34917
2021-07-03,A-1003,29823,21967
2021-07-03,A-1004,31980,29886
2021-07-03,A-1005,24492,21889
2021-07-03,A-1006,25864,34839
2021-07-03,A-1007,29592,29673
2021-07-03,A-1008,20152,21390
2021-07-04,A-1001,22403,28774
2021-07-04,A-1002,31756,30239
2021-07-04,A-1003,29289,23205
2021-07-04,A-1004,28141,22200
2021-07-04,A-1005,20118,34474
2021-07-04,A-1006,27616,34157
2021-07-04,A-1007,24963,27987
2021-07-04,A-1008,31480,29451
2021-07-05,A-1001,20856,32140
2021-07-05,A-1002,30854,27851
2021-07-05,A-1003,31997,30539
2021-07-05,A-1004,26705,32234
2021-07-05,A-1005,26948,22528
2021-07-05,A-1006,25195,25055
2021-07-05,A-1007,31478,33447
2021-07-05,A-1008,26995,20809
2021-07-06,A-1001,34569,28844
2021-07-06,A-1002,27964,28005
2021-07-06,A-1003,24936,23477
2021-07-06,A-1004,25885,31331
2021-07-06,A-1005,26503,24683
2021-07-06,A-1006,31112,27727
2021-07-06,A-1007,25081,33168
2021-07-06,A-1008,34231,28855
2021-07-07,A-1001,25822,20502
2021-07-07,A-1002,22958,22583
2021-07-07,A-1003,29269,22333
2021-07-07,A-1004,20762,23159
2021-07-07,A-1005,34962,33625
2021-07-07,A-1006,32335,27440
2021-07-07,A-1007,33144,27865
2021-07-07,A-1008,25878,29800
2021-07-08,A-1001,27675,31157
2021-07-08,A-1002,26664,22306
2021-07-08,A-1003,32472,29960
2021-07-08,A-1004,28162,33977
2021-07-08,A-1005,26076,30488
2021-07-08,A-1006,28112,20215
2021-07-08,A-1007,30087,28674
2021-07-08,A-1008,25930,25152
2021-07-09,A-1001,22494,34116
2021-07-09,A-1002,21406,22019
2021-07-09,A-1003,20587,27619
2021-07-09,A-1004,22267,33122
2021-07-09,A-1005,27844,20122
2021-07-09,A-1006,27135,33604
2021-07-09,A-1007,32660,21199
2021-07-09,A-1008,33089,24836
2021-07-10,A-1001,28090,31614
2021-07-10,A-1002,20492,27863
2021-07-10,A-1003,26137,25833
2021-07-10,A-1004,33983,27300
2021-07-10,A-1005,28985,28636
2021-07-10,A-1006,31002,22363
2021-07-10,A-1007,21176,26958
2021-07-10,A-1008,32412,22406
2021-07-11,A-1001,29619,22957
2021-07-11,A-1002,26782,29316
2021-07-11,A-1003,21045,23149
2021-07-11,A-1004,22033,29531
2021-07-11,A-1005,31956,32086
2021-07-11,A-1006,33808,23339
2021-07-11,A-1007,26000,23700
2021-07-11,A-1008,32726,26304
2021-07-12,A-1001,31656,22444
2021-07-12,A-1002,32152,20904
2021-07-12,A-1003,31832,29944
2021-07-12,A-1004,21872,20207
2021-07-12,A-1005,22544,27157
2021-07-12,A-1006,27110,34410
2021-07-12,A-1007,23760,21007
2021-07-12,A-1008,30487,22029
2021-07-13,A-1001,30029,32911
2021-07-13,A-1002,20533,21404
2021-07-13,A-1003,29543,28093
2021-07-13,A-1004,31749,24020
